,CWSID,Not Expected,Expected,RegulatingAgency,WaterSystemName,Water Year,HUC8,ServiceConnections,Population,DSCI Dry Season Average,DSCI Wet Season Average,DSCI Dry Wet Delta,Total Number of Water Sources,Score_SCV,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,Intertie,Wholesalers,Curtailment,HUC_Categories,Outcome,PWPhysicalAddressLat,PWPhysicalAddressLong
662,CA2410002,0.8395917347828752,0.1604082652171249,DISTRICT 11 - MERCED,CITY OF DOS PALOS,2022,18040001,2521.0,7452,437.0790909090909,402.9776666666667,34.10142424242417,1.0,0.0,0.0,0,0.0,0.0,0,2,0,36.987952,-120.6218547
663,CA1510011,0.8397145841014401,0.16028541589856002,DISTRICT 12 - VISALIA,BUTTONWILLOW CWD,2022,18030012,415.0,1508,459.70363636363635,403.8476666666666,55.85596969696974,4.0,0.0,0.0,1,0.0,0.0,0,2,0,35.4010204,-119.4700253
664,CA1000345,0.8397449747112534,0.16025502528874638,DISTRICT 23 - FRESNO,PANOCHE WATER DISTRICT,2022,18040001,50.0,146,437.0790909090909,402.9776666666667,34.10142424242417,1.0,0.0,0.0,0,0.0,0.0,0,2,0,36.8900204,-120.7291145
665,CA2700522,0.8398871210235769,0.1601128789764229,LPA57 - MONTEREY COUNTY,CABANA HOLIDAY WS,2022,18060015,146.0,400,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
666,CA2701904,0.8399400648898059,0.1600599351101941,LPA57 - MONTEREY COUNTY,SAN JERARDO COOP WS,2022,18060015,134.0,249,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
667,CA2701553,0.839971623949014,0.1600283760509861,LPA57 - MONTEREY COUNTY,POND-DEROSA OAKS WC,2022,18060015,75.0,216,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
668,CA2702374,0.8399902279390193,0.16000977206098083,LPA57 - MONTEREY COUNTY,COUNTRYSIDE ESTATES MWC,2022,18060015,17.0,223,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
669,CA2700682,0.839995722590104,0.1600042774098959,LPA57 - MONTEREY COUNTY,PARADISE RD WS #09,2022,18060015,17.0,206,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
670,CA2700503,0.8400125517288645,0.15998744827113565,LPA57 - MONTEREY COUNTY,ASSISI MWC,2022,18060015,42.0,126,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
671,CA2701740,0.8400137715785239,0.15998622842147636,LPA57 - MONTEREY COUNTY,BLUFFS WS,2022,18060015,44.0,120,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
672,CA2700687,0.840015212812372,0.15998478718762815,LPA57 - MONTEREY COUNTY,PESANTE RD WS #02,2022,18060015,40.0,120,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
673,CA2702409,0.8400178749345282,0.1599821250654719,LPA57 - MONTEREY COUNTY,EL CAMINO WC INC,2022,18060015,21.0,133,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
674,CA2700709,0.8400231239441593,0.1599768760558407,LPA57 - MONTEREY COUNTY,RANCHO BORROMEO MWS,2022,18060015,36.0,100,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
675,CA2700792,0.840025463205079,0.15997453679492096,LPA57 - MONTEREY COUNTY,SUMMERHILL MHP WS,2022,18060015,34.0,95,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
676,CA2702004,0.8400280315829455,0.15997196841705447,LPA57 - MONTEREY COUNTY,CAL AM WATER COMPANY - RALPH LANE,2022,18060015,26.0,96,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
677,CA2701670,0.8400310756370717,0.15996892436292834,LPA57 - MONTEREY COUNTY,LANGLEY/VALLE PACIFICO WS,2022,18060015,31.0,81,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
678,CA2700589,0.8400354719624735,0.15996452803752642,LPA57 - MONTEREY COUNTY,GLENN AVE WS #01,2022,18060015,26.0,73,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
679,CA2701241,0.8400358142428834,0.1599641857571165,LPA57 - MONTEREY COUNTY,ENCINAL RD WS #01,2022,18060015,9.0,91,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
680,CA2700686,0.8400413211936559,0.15995867880634418,LPA57 - MONTEREY COUNTY,GARLEN COURT WS,2022,18060015,17.0,65,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
681,CA2700535,0.8400418511249751,0.15995814887502488,LPA57 - MONTEREY COUNTY,JOST POST WA,2022,18060015,20.0,60,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
682,CA2700837,0.8400426546753861,0.15995734532461386,LPA57 - MONTEREY COUNTY,BLACKIE RD WS #05,2022,18060015,16.0,62,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
683,CA2701959,0.8400445177031903,0.15995548229680967,LPA57 - MONTEREY COUNTY,TIERRA VISTA MWC,2022,18060015,18.0,54,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
684,CA2700691,0.8400471847806419,0.15995281521935817,LPA57 - MONTEREY COUNTY,PESANTE RD WS #06,2022,18060015,16.0,48,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
685,CA2700678,0.8400494893269507,0.1599505106730496,LPA57 - MONTEREY COUNTY,PARADISE RD WS #05,2022,18060015,15.0,42,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
686,CA2700669,0.8400523625887348,0.15994763741126525,LPA57 - MONTEREY COUNTY,ORCHARD LN WS #02,2022,18060015,16.0,32,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
687,CA5610021,0.8404177384337943,0.1595822615662057,DISTRICT 06 - SANTA BARBARA,WARRING WATER SERVICE INC,2022,18070102,609.0,2100,437.2009090909091,342.47900000000004,94.72190909090904,3.0,0.0,0.0,0,0.0,0.0,0,1,0,34.4152714,-118.7941156
688,CA2700674,0.8406683273490977,0.15933167265090226,LPA57 - MONTEREY COUNTY,PARADISE LAKE MUTUAL WATER CO.,2022,18060015,76.0,180,400.0,340.0,60.0,3.0,0.0,0.0,1,0.0,0.0,0,1,0,36.6777372,-121.6555013
689,CA5010028,0.8412577456469383,0.15874225435306172,DISTRICT 10 - STOCKTON,"CERES, CITY OF",2022,18040002,11782.0,48706,443.1045454545454,393.59299999999996,49.511545454545455,12.0,0.0,0.0,0,0.0,0.0,0,2,0,37.5350396,-120.9646866
690,CA5010019,0.8412638155495351,0.15873618445046503,DISTRICT 10 - STOCKTON,"TURLOCK, CITY OF",2022,18040002,19020.0,74297,443.1045454545454,393.59299999999996,49.511545454545455,19.0,0.0,0.0,0,0.0,0.0,0,2,0,37.4867448,-120.869632
691,CA5800924,0.8418767795166224,0.15812322048337746,LPA88 - YUBA COUNTY,CAMPTONVILLE COMMUNITY SERV DIST,2022,18020125,85.0,180,430.5718181818183,348.0703333333333,82.501484848485,3.0,0.0,0.0,0,0.0,0.0,1,2,0,39.4521323,-121.048598
692,CA4010018,0.8428926457232966,0.15710735427670325,DISTRICT 06 - SANTA BARBARA,GOLDEN STATE WATER COMPANY - NIPOMO,2022,18060008,1503.0,4409,377.27272727272725,313.0226666666667,64.25006060606057,5.0,0.0,0.0,0,0.0,0.0,0,1,0,34.9188819,-120.463576
693,CA2400046,0.842995483375446,0.1570045166245538,DISTRICT 11 - MERCED,BLACK RASCAL WATER COMPANY,2022,18040001,131.0,367,437.0790909090909,402.9776666666667,34.10142424242417,2.0,0.0,0.0,1,0.0,0.0,0,2,0,37.3207837,-120.4447422
694,CA5610016,0.8430437557079901,0.15695624429200986,DISTRICT 06 - SANTA BARBARA,CALIFORNIA WATER SERVICE CO - WESTLAKE,2022,18070104,6942.0,19477,412.4709090909092,317.6666666666667,94.80424242424249,1.0,0.0,0.0,0,1.0,0.0,0,1,0,34.1585288,-118.8313081
695,CA4600012,0.8436854845640098,0.15631451543599034,DISTRICT 02 - LASSEN,ALLEGHANY COUNTY W.D.,2022,18020125,54.0,80,430.5718181818183,348.0703333333333,82.501484848485,2.0,0.0,0.0,0,0.0,0.0,1,2,0,39.466482,-120.848621
696,CA4010019,0.843754219104936,0.15624578089506402,DISTRICT 06 - SANTA BARBARA,TEMPLETON CSD,2022,18060005,2953.0,9322,378.4581818181819,317.1723333333333,61.2858484848486,12.0,0.0,0.0,0,0.0,0.0,0,1,0,35.549876,-120.7067878
697,CA1010028,0.8438669793569593,0.1561330206430406,DISTRICT 23 - FRESNO,RIVERDALE PUBLIC UTILITY DISTRICT,2022,18030009,928.0,3145,438.2490909090908,407.1693333333333,31.07975757575747,4.0,0.0,0.0,1,0.0,0.0,0,2,0,36.4320003,-119.8612251
698,CA1010023,0.8439520635845262,0.15604793641547401,DISTRICT 23 - FRESNO,CITY OF ORANGE COVE,2022,18030007,1705.0,9780,464.240909090909,406.666,57.57490909090899,1.0,0.0,0.0,0,0.0,0.0,0,2,0,36.6231749,-119.3129872
699,CA2710018,0.8440798295268539,0.15592017047314616,DISTRICT 05 - MONTEREY,SEASIDE MUNICIPAL WATER SYSTEM,2022,18060015,792.0,2800,400.0,340.0,60.0,2.0,0.0,0.0,0,1.0,0.0,0,1,0,36.6035367,-121.8535035
700,CA2710300,0.8444795962913968,0.1555204037086032,DISTRICT 05 - MONTEREY,CSP-PFEIFFER BIG SUR,2022,18060006,129.0,580,377.9072727272727,314.264,63.64327272727269,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.2469664,-121.7810761
701,CA1910027,0.8448009708191325,0.15519902918086728,DISTRICT 16 - CENTRAL,"LOS ANGELES CWWD 40, REG. 35-N.E. L.A.",2022,18070105,243.0,811,399.92090909090916,307.84866666666665,92.07224242424252,2.0,0.0,0.0,0,1.0,0.0,0,1,0,34.0849831,-118.1501197
702,CA4300979,0.845346935472493,0.15465306452750702,DISTRICT 17 - SANTA CLARA,QUAIL CREEK ESTATES MUTUAL WATER COMPANY,2022,18060002,39.0,55,390.09681818181804,342.6703333333332,47.42648484848485,2.0,0.0,0.0,0,0.0,0.0,0,1,0,37.0029828,-121.5566373
703,CA1910025,0.8453501882170357,0.15464981178296455,DISTRICT 16 - CENTRAL,"LOS ANGELES CWWD 40, REG. 39-ROCK CREEK",2022,18070105,366.0,1326,399.92090909090916,307.84866666666665,92.07224242424252,2.0,0.0,0.0,0,1.0,0.0,0,1,0,34.0849831,-118.1501197
704,CA1900007,0.8457393699956774,0.1542606300043224,DISTRICT 16 - CENTRAL,CALIFORNIA CONSERVATION CAMP #14,2022,18070102,0.0,107,437.2009090909091,342.47900000000004,94.72190909090904,3.0,0.0,0.0,0,0.0,0.0,0,1,0,34.5666451,-118.4756611
705,CA2010002,0.8458636708191738,0.1541363291808263,DISTRICT 11 - MERCED,CITY OF MADERA,2022,18040001,14942.0,66225,437.0790909090909,402.9776666666667,34.10142424242417,18.0,0.0,0.0,1,0.0,0.0,0,2,0,36.9520618,-120.0519439
706,CA5510005,0.8459224665107893,0.15407753348921077,DISTRICT 11 - MERCED,TWAIN HARTE COMMUNITY SERVICES DISTRICT,2022,18040009,1586.0,2226,459.7577272727274,383.41499999999985,76.34272727272753,4.0,0.0,0.0,0,0.0,0.0,1,2,0,38.0380938,-120.22914
707,CA5602132,0.8459989468202262,0.1540010531797737,DISTRICT 06 - SANTA BARBARA,WATERS ROAD DOMESTIC USERS GROUP,2022,18070103,16.0,25,445.45454545454544,343.3333333333333,102.12121212121212,1.0,0.0,0.0,0,1.0,0.0,0,1,0,34.3225772,-118.9450634
708,CA5602130,0.8461734607938858,0.15382653920611444,DISTRICT 06 - SANTA BARBARA,SOLANO VERDE MUTUAL WATER CO,2022,18070103,34.0,100,445.45454545454544,343.3333333333333,102.12121212121212,1.0,0.0,0.0,0,1.0,0.0,0,1,0,34.302249,-119.0014932
709,CA2701929,0.8462317661110442,0.1537682338889557,LPA57 - MONTEREY COUNTY,COUNTRY MEADOWS MWC,2022,18060015,107.0,621,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
710,CA2702198,0.8463875327214747,0.15361246727852534,LPA57 - MONTEREY COUNTY,FOOTHILL ESTATES WS,2022,18060015,41.0,183,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
711,CA2700612,0.8463878558982125,0.15361214410178728,LPA57 - MONTEREY COUNTY,LAGUNA SECA WC,2022,18060015,58.0,162,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
712,CA2702007,0.8463907999071737,0.1536092000928262,LPA57 - MONTEREY COUNTY,VIERRA ESTATES WS,2022,18060015,48.0,164,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
713,CA2701068,0.8464010985609075,0.1535989014390927,LPA57 - MONTEREY COUNTY,IVERSON & JACKS APTS WS,2022,18060015,31.0,150,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
714,CA2700838,0.8464158452347686,0.15358415476523132,LPA57 - MONTEREY COUNTY,SPRING CANYON WA,2022,18060015,33.0,99,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
715,CA2701503,0.846417860498376,0.15358213950162386,LPA57 - MONTEREY COUNTY,MESA DEL TORO MWC,2022,18060015,35.0,90,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
716,CA2702073,0.8464183784673808,0.15358162153261923,LPA57 - MONTEREY COUNTY,SAN MIGUEL WS #22,2022,18060015,31.0,93,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
717,CA2700509,0.8464197533356588,0.1535802466643412,LPA57 - MONTEREY COUNTY,OAK MANOR WS,2022,18060015,28.0,92,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
718,CA2702140,0.8464262299369462,0.15357377006305378,LPA57 - MONTEREY COUNTY,WOODSIDE WA,2022,18060015,26.0,73,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
719,CA2702439,0.8464271544690144,0.1535728455309856,LPA57 - MONTEREY COUNTY,WOODLAND HEIGHTS MWC,2022,18060015,37.0,57,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
720,CA2702003,0.8464290137752682,0.1535709862247318,LPA57 - MONTEREY COUNTY,VIERRA MEADOWS MWC,2022,18060015,25.0,65,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
721,CA2702388,0.8464323197016691,0.15356768029833082,LPA57 - MONTEREY COUNTY,ROYAL OAK PLACE WS,2022,18060015,20.0,60,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
722,CA2701935,0.8464372277311069,0.15356277226889317,LPA57 - MONTEREY COUNTY,MOUNT TORO RANCHOS MWA,2022,18060015,19.0,45,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
723,CA2700775,0.8464373927880285,0.1535626072119714,LPA57 - MONTEREY COUNTY,TIERRA VERDE MWC,2022,18060015,16.0,48,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
724,CA2700536,0.846438302815547,0.15356169718445292,LPA57 - MONTEREY COUNTY,CORRAL DE TIERRA ESTATES WC,2022,18060015,16.0,45,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
725,CA2701423,0.846438302815547,0.15356169718445292,LPA57 - MONTEREY COUNTY,ECHO VALLEY RD WS #05,2022,18060015,16.0,45,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6777372,-121.6555013
726,CA3700922,0.8466051860697603,0.15339481393023952,LPA67 - SAN DIEGO COUNTY,LIVE OAK SPRINGS WATER SYSTEM,2022,18030012,96.0,300,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,0,0.0,0.0,0,2,0,36.778261,-119.4179324
727,CA1907014,0.8466130695562716,0.1533869304437286,LPA49 - LA COUNTY,NORTH TRAILS MUTUAL WATER COMPANY,2022,18070102,49.0,100,437.2009090909091,342.47900000000004,94.72190909090904,3.0,0.0,0.0,0,0.0,0.0,0,1,0,34.501741,-118.3420399
728,CA4300832,0.8466531105129261,0.15334688948707398,DISTRICT 17 - SANTA CLARA,SOUTH COUNTY RETIREMENT HOME,2022,18060002,3.0,46,390.09681818181804,342.6703333333332,47.42648484848485,1.0,0.0,0.0,0,0.0,0.0,0,1,0,37.069212,-121.5925505
729,CA5200514,0.8466985672283367,0.15330143277166325,LPA82 - TEHAMA COUNTY,GOLDEN ACRES TRAILER PARK,2022,18030012,16.0,81,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,0,0.0,0.0,0,2,0,36.778261,-119.4179324
730,CA4200969,0.8467144061962557,0.1532855938037441,LPA72 - SANTA BARBARA COUNTY,AAA KINDNESS CARE HOME,2022,18030012,2.0,45,459.70363636363635,403.8476666666666,55.85596969696974,1.0,0.0,0.0,0,0.0,0.0,0,2,0,36.778261,-119.4179324
731,CA4300551,0.8469915708356633,0.1530084291643365,DISTRICT 17 - SANTA CLARA,HAPPY ACRES MWC,2022,18060002,79.0,220,390.09681818181804,342.6703333333332,47.42648484848485,1.0,0.0,0.0,0,0.0,0.0,0,1,0,37.0190091,-121.6563612
732,CA2900523,0.8472951095909511,0.15270489040904878,LPA59 - NEVADA COUNTY,WASHINGTON WATER DISTRICT,2022,18020125,115.0,330,430.5718181818183,348.0703333333333,82.501484848485,1.0,0.0,0.0,0,0.0,0.0,1,2,0,39.3604569,-120.792786
733,CA1502056,0.8473759324103323,0.15262406758966787,DISTRICT 19 - TEHACHAPI,CLARK STREET COMMUNITY WELL,2022,18030003,20.0,90,481.8599999999999,405.1546666666666,76.70533333333327,1.0,0.0,0.0,0,0.0,0.0,0,2,0,35.6055211,-118.4771236
734,CA5610081,0.8474105764801424,0.15258942351985758,DISTRICT 06 - SANTA BARBARA,CAL AMERICAN WC - LAS POSAS ESTATES,2022,18070103,620.0,2049,445.45454545454544,343.3333333333333,102.12121212121212,1.0,0.0,0.0,0,1.0,0.0,0,1,0,34.1868193,-118.9287502
735,CA4410017,0.8475243818060434,0.1524756181939563,DISTRICT 05 - MONTEREY,SOQUEL CREEK WATER DISTRICT,2022,18060015,14442.0,40644,400.0,340.0,60.0,19.0,0.0,0.0,1,1.0,0.0,0,1,0,36.9870479,-121.9500526
736,CA1910002,0.8478215010777698,0.1521784989222301,DISTRICT 07 - HOLLYWOOD,AMARILLO MUTUAL WATER COMPANY,2022,18070105,625.0,3134,399.92090909090916,307.84866666666665,92.07224242424252,2.0,0.0,0.0,0,1.0,0.0,0,1,0,34.0699615,-118.0802839
737,CA5610003,0.8480206552092527,0.1519793447907472,DISTRICT 06 - SANTA BARBARA,VENTURA CWWD NO. 17 - BELL CANYON,2022,18070103,715.0,2049,445.45454545454544,343.3333333333333,102.12121212121212,1.0,0.0,0.0,0,1.0,0.0,0,1,0,34.2966475,-118.876383
738,CA5610069,0.848060448798162,0.15193955120183827,DISTRICT 06 - SANTA BARBARA,VENTURA CWWD NO. 38 - LAKE SHERWOOD,2022,18070103,782.0,1527,445.45454545454544,343.3333333333333,102.12121212121212,1.0,0.0,0.0,0,1.0,0.0,0,1,0,34.2966475,-118.876383
739,CA2700799,0.8481746453605065,0.15182535463949345,LPA57 - MONTEREY COUNTY,VISTA DEL TORO WS,2022,18060005,28.0,92,378.4581818181819,317.1723333333333,61.2858484848486,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.5227497,-121.699817
740,CA4300992,0.8484301969155513,0.15156980308444853,DISTRICT 17 - SANTA CLARA,GOLDEN HEIGHTS MUTUAL WATER COMPANY,2022,18060002,21.0,66,390.09681818181804,342.6703333333332,47.42648484848485,2.0,0.0,0.0,0,0.0,0.0,0,1,0,37.0620588,-121.5308004
741,CA5400505,0.8484963554849905,0.1515036445150095,DISTRICT 24 - TULARE,HARTLAND CHRISTIAN CAMP,2022,18030007,54.0,250,464.240909090909,406.666,57.57490909090899,1.0,0.0,0.0,0,0.0,0.0,0,2,0,36.651791,-118.9570863
742,CA5610002,0.8484966183275068,0.1515033816724933,DISTRICT 06 - SANTA BARBARA,FILLMORE WATER DEPT,2022,18070102,4531.0,15222,437.2009090909091,342.47900000000004,94.72190909090904,3.0,0.0,0.0,0,0.0,0.0,0,1,0,34.3986247,-118.9130133
743,CA4000660,0.8485401939231518,0.15145980607684822,LPA70 - SAN LUIS OBISPO COUNTY,BEAR VALLEY WATER COMPANY,2022,18060006,18.0,45,377.9072727272727,314.264,63.64327272727269,5.0,0.0,0.0,0,0.0,0.0,0,1,0,35.2680529,-120.7190897
744,CA2710021,0.8485945156827033,0.15140548431729678,DISTRICT 05 - MONTEREY,CAL AM WATER COMPANY - TORO,2022,18060005,418.0,1065,378.4581818181819,317.1723333333333,61.2858484848486,3.0,0.0,0.0,0,1.0,0.0,0,1,0,36.6573519,-121.6597002
745,CA4300542,0.8486209442855617,0.15137905571443855,DISTRICT 17 - SANTA CLARA,SAN MARTIN COUNTY WATER DISTRICT,2022,18060002,192.0,618,390.09681818181804,342.6703333333332,47.42648484848485,1.0,0.0,0.0,0,0.0,0.0,0,1,0,37.0849464,-121.6102216
746,CA2701789,0.8486743225452765,0.15132567745472336,LPA57 - MONTEREY COUNTY,HOLLY HILLS MWC,2022,18060015,27.0,108,400.0,340.0,60.0,3.0,0.0,0.0,0,1.0,0.0,0,1,0,36.6777372,-121.6555013
747,CA4000744,0.8487978301418114,0.15120216985818877,LPA70 - SAN LUIS OBISPO COUNTY,AFUERA DE CHORRO WATER COMPANY,2022,18060006,26.0,79,377.9072727272727,314.264,63.64327272727269,5.0,0.0,0.0,0,0.0,0.0,0,1,0,35.2598234,-120.6314293
748,CA2700586,0.8488057056165387,0.15119429438346144,LPA57 - MONTEREY COUNTY,GABILAN WC,2022,18060015,162.0,535,400.0,340.0,60.0,2.0,0.0,0.0,0,0.0,0.0,0,1,0,36.7272444,-121.6397184
749,CA1910061,0.8493827992130368,0.15061720078696308,DISTRICT 16 - CENTRAL,LAS FLORES WATER CO.,2022,18070105,1479.0,4844,399.92090909090916,307.84866666666665,92.07224242424252,2.0,0.0,0.0,0,1.0,0.0,0,1,0,34.1823833,-118.1418232
750,CA2410700,0.8494264298313816,0.15057357016861853,DISTRICT 11 - MERCED,CASTLE AIRPORT,2022,18040001,134.0,1650,437.0790909090909,402.9776666666667,34.10142424242417,2.0,0.0,0.0,1,0.0,0.0,0,2,0,37.3630795,-120.5756214
751,CA1000484,0.8495508932183763,0.15044910678162357,DISTRICT 23 - FRESNO,FCSA #34/ MILLERTON NEW TOWN,2022,18040001,313.0,1100,437.0790909090909,402.9776666666667,34.10142424242417,2.0,0.0,0.0,0,0.0,0.0,0,2,0,36.9756571,-119.6530775
752,CA2310008,0.8496152562199372,0.15038474378006297,DISTRICT 03 - MENDOCINO,REDWOOD VALLEY COUNTY WATER DISTRICT,2022,18010110,1317.0,5200,484.57863636363624,366.7283333333334,117.85030303030283,1.0,0.0,1.0,0,0.0,0.0,1,3,1,39.273341,-123.175367
753,CA1910185,0.8497971431173403,0.15020285688265977,DISTRICT 16 - CENTRAL,LOS ANGELES CWWD 36-VAL VERDE,2022,18070105,1368.0,5289,399.92090909090916,307.84866666666665,92.07224242424252,2.0,0.0,0.0,0,1.0,0.0,0,1,0,34.0849831,-118.1501197
754,CA2700740,0.8499005784994513,0.15009942150054875,LPA57 - MONTEREY COUNTY,SAN MIGUEL WS #03,2022,18060015,16.0,45,400.0,340.0,60.0,1.0,0.0,0.0,0,1.0,0.0,0,1,0,36.8390905,-121.6676847
755,CA4400684,0.8499219468967972,0.15007805310320266,LPA74 - SANTA CRUZ COUNTY,APTOS RIDGE MUTUAL WATER CO,2022,18060015,16.0,52,400.0,340.0,60.0,1.0,0.0,0.0,1,0.0,0.0,0,1,0,36.9649473,-121.8534812
756,CA4300603,0.8501520089477203,0.1498479910522798,DISTRICT 17 - SANTA CLARA,OAK DELL PARK,2022,18060002,53.0,100,390.09681818181804,342.6703333333332,47.42648484848485,1.0,0.0,0.0,0,0.0,0.0,0,1,0,37.0592624,-121.659117
757,CA1910255,0.8502656450792393,0.14973435492076076,DISTRICT 15 - METROPOLITAN,SANTA CLARITA VALLEY W.A.-TESORO DIV.,2022,18070102,1156.0,6088,437.2009090909091,342.47900000000004,94.72190909090904,2.0,0.0,0.0,0,1.0,0.0,0,1,0,34.3691032,-118.5221492
758,CA4300615,0.8503457776019806,0.14965422239801934,DISTRICT 17 - SANTA CLARA,THOUSAND TRAILS - MORGAN HILL,2022,18060002,321.0,508,390.09681818181804,342.6703333333332,47.42648484848485,1.0,0.0,0.0,0,0.0,0.0,0,1,0,37.0572557,-121.6692371
759,CA4301004,0.8507076430837518,0.14929235691624818,DISTRICT 17 - SANTA CLARA,EMERALD VALLEY MUTUAL WATER COMPANY,2022,18060002,13.0,43,390.09681818181804,342.6703333333332,47.42648484848485,2.0,0.0,0.0,0,0.0,0.0,0,1,0,37.0394692,-121.6077627
760,CA1710012,0.8509437186916389,0.149056281308361,DISTRICT 03 - MENDOCINO,COBB AREA COUNTY WATER DISTRICT,2022,18020116,1188.0,3308,485.015,368.26000000000005,116.75499999999994,13.0,0.0,0.0,0,0.0,0.0,0,2,1,38.8229037,-122.7212036
761,CA4300999,0.8512907590348724,0.1487092409651276,DISTRICT 17 - SANTA CLARA,UVAS PINES RV PARK,2022,18060002,43.0,86,390.09681818181804,342.6703333333332,47.42648484848485,1.0,0.0,0.0,0,0.0,0.0,0,1,0,37.0611856,-121.674583
762,CA4200807,0.8513610240012972,0.14863897599870274,LPA72 - SANTA BARBARA COUNTY,WOODSTOCK RANCH,2022,18060010,117.0,350,377.27272727272725,309.2846666666667,67.98806060606057,5.0,0.0,0.0,0,0.0,0.0,0,1,0,34.6144313,-120.079868
763,CA4300630,0.8514158883973457,0.1485841116026545,DISTRICT 17 - SANTA CLARA,FOOTHILL MUTUAL WATER COMPANY,2022,18060002,9.0,28,390.09681818181804,342.6703333333332,47.42648484848485,1.0,0.0,0.0,0,0.0,0.0,0,1,0,37.128702,-121.598825
764,CA2710010,0.8514475925486539,0.14855240745134607,DISTRICT 05 - MONTEREY,CWSC SALINAS,2022,18060015,24017.0,106858,400.0,340.0,60.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,36.6775652,-121.6484077
